Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Target,Curricular 1st and 2nd sem PCA
1,14,5,3,0,1,19,1,0,0,0,1,1,0,37,0,True,-11.614227058164914
1,12,1,4,1,1,13,8,1,0,0,1,1,0,31,0,True,-12.780185640073986
1,12,1,4,1,1,1,11,0,0,0,1,1,0,34,0,False,6.987740408270877
1,1,6,2,1,1,8,5,1,0,0,1,1,1,18,0,True,-21.116404383116027
1,1,1,14,1,1,23,10,0,0,0,1,1,1,18,0,False,2.9880206339327096
1,8,4,5,1,1,1,4,1,0,0,1,1,1,19,0,False,1.015787853015464
1,14,1,17,0,1,22,5,0,0,0,1,1,0,40,0,True,3.1695785714466034
1,12,1,8,1,1,1,10,0,0,0,1,1,0,25,0,True,-14.795051153174013
1,8,5,7,1,1,23,10,1,0,1,1,1,0,20,0,True,1.201840044753272
1,8,1,7,1,1,13,10,0,0,0,1,1,0,20,0,False,3.0776877274946735
1,12,1,4,1,1,22,11,1,0,0,0,1,0,43,0,True,-18.82623156120867
1,8,4,7,1,1,22,5,1,0,0,1,1,0,18,0,False,1.425392841553375
1,14,1,4,1,1,2,2,0,0,0,1,1,0,35,0,False,20.54201371966682
1,8,2,17,0,1,22,5,0,0,0,1,1,0,23,0,False,0.059862262896075435
1,8,1,12,1,1,3,3,0,0,0,1,1,0,19,0,False,4.845636025041969
1,17,1,6,1,16,1,9,1,0,0,1,1,1,21,0,False,12.811436096184174
1,14,1,14,1,1,3,9,0,0,0,1,1,0,19,0,False,4.740893582620689
1,9,1,7,1,1,1,4,1,0,0,1,1,0,20,0,False,2.151631604268026
1,12,1,14,1,1,13,4,0,1,0,1,1,1,30,0,True,-18.82623156120867
4,12,1,11,1,1,22,10,1,0,0,1,1,0,44,0,False,0.7713498003222341
1,9,1,12,1,1,13,10,0,0,0,1,1,0,19,0,False,5.019757768196637
1,15,1,8,1,14,2,7,1,0,0,1,1,0,22,0,False,22.87414324089027
1,1,1,8,1,1,3,3,0,0,0,1,1,0,18,0,False,1.4863533070182946
1,8,1,14,1,1,22,10,1,0,0,1,1,1,21,0,False,1.6694193386613563
1,1,2,6,1,1,22,12,0,0,0,1,1,0,18,0,True,-18.82623156120867
1,8,4,14,1,1,3,4,1,0,0,1,1,0,18,0,False,3.661041697206244
1,1,1,2,1,1,1,4,0,0,0,1,1,0,19,0,False,-21.116404383116027
1,15,1,4,1,14,1,7,1,0,0,1,1,0,21,0,True,3.0293101205764046
1,12,1,4,1,1,3,3,0,0,0,1,1,0,31,0,False,5.543016596604943
1,8,5,11,1,1,1,4,1,0,0,1,1,0,21,0,True,0.5821978220678261
1,12,1,7,1,1,13,8,0,0,1,1,1,0,24,0,False,-0.4823895666464004
1,13,1,15,1,1,13,4,0,0,0,1,1,0,27,0,True,-13.364358978106027
1,1,5,9,1,1,13,10,1,0,0,1,1,0,20,0,False,-0.28020643843424153
1,15,1,7,1,14,1,6,1,0,0,1,1,0,22,0,False,-7.607026056108737
1,1,1,4,1,1,13,10,0,0,0,1,1,1,19,0,False,2.1061714686391326
1,9,1,15,1,1,1,8,1,0,0,1,1,0,19,0,False,2.861738704531952
1,1,1,2,1,1,1,5,1,0,1,1,1,0,23,0,False,23.071160360449113
1,8,1,8,1,1,10,9,1,0,0,1,1,0,18,0,False,3.5222612815174053
1,1,1,15,1,1,3,7,1,0,0,0,1,0,29,0,False,4.150111234854414
1,12,1,8,1,1,1,6,1,0,0,1,1,0,29,0,True,4.449063668059246
1,15,1,4,1,1,1,6,0,0,0,1,1,0,20,0,False,3.654217360872469
1,1,5,2,1,1,13,3,1,0,0,1,1,1,19,0,False,-21.116404383116027
1,8,3,2,1,1,3,6,1,1,0,1,1,0,22,0,False,-21.116404383116027
1,1,2,14,1,1,3,6,1,0,0,1,1,0,20,0,False,4.0376844109444185
1,12,1,8,1,1,13,6,1,0,0,1,1,0,24,0,False,3.0123832444832566
1,1,1,14,1,1,22,9,0,0,0,0,1,0,21,0,True,0.8819756418923141
1,12,1,9,1,1,22,4,0,0,0,1,1,1,25,0,False,2.2615983898431082
1,12,1,9,1,1,22,10,0,0,0,0,1,0,32,0,True,-14.500271986951528
1,14,1,17,0,1,3,3,0,0,0,0,1,0,26,0,True,5.353002488361504
1,1,1,8,1,1,2,8,1,0,0,1,1,1,18,0,False,2.687280055200592
1,8,1,11,1,1,1,8,0,0,0,1,1,1,19,0,False,3.1684708028502158
1,1,3,5,1,1,13,8,1,0,0,1,1,1,19,0,False,2.388467161437429
1,4,1,7,1,15,1,5,0,0,0,1,1,0,27,0,True,3.457147429310652
1,17,1,4,1,1,13,10,0,0,1,1,1,0,21,0,False,13.90817330293384
1,8,1,7,1,1,13,6,0,0,0,1,1,0,20,0,False,-5.42794934226165
1,15,1,5,1,14,13,1,1,0,0,1,1,0,21,0,False,2.2304963223778103
1,1,5,15,1,1,22,3,1,0,0,1,1,0,22,0,False,2.8519525532021532
1,1,1,2,1,1,1,8,1,0,1,0,1,0,19,0,False,-21.116404383116027
1,8,4,9,1,1,23,6,1,0,0,1,1,1,18,0,True,0.21760038252402936
1,12,2,10,1,1,13,6,0,0,0,1,1,0,28,0,True,-15.512315978702812
2,12,1,4,1,1,1,2,0,0,1,0,1,0,25,0,True,10.165908220242695
1,14,1,4,1,1,22,5,0,0,0,1,1,0,25,0,True,18.84658970792748
1,1,1,9,1,1,23,6,0,0,0,1,1,0,18,0,False,2.4352064122633017
1,1,1,11,1,1,4,6,0,0,0,1,1,0,26,0,True,-12.781635021908585
1,8,3,9,1,1,22,6,1,0,0,1,1,1,18,0,False,0.829171973719717
1,14,1,15,1,1,13,8,1,0,0,1,1,0,22,0,False,5.130817912629709
1,12,1,4,1,1,1,6,0,0,0,1,1,0,25,0,True,-12.780185640073986
1,1,2,15,1,1,3,5,1,0,0,1,1,0,19,0,False,3.377937214455631
1,8,2,15,1,1,3,4,1,0,0,1,1,0,19,0,False,3.8536703341881697
1,8,1,12,1,1,1,6,0,0,0,1,1,0,19,0,False,4.614004259499584
4,12,1,3,0,12,1,2,0,0,0,1,1,0,45,0,True,3.666448152077752
2,12,1,17,0,1,22,10,0,0,0,1,1,0,52,0,False,0.08406172536096435
1,1,1,9,1,1,13,4,1,0,0,0,1,0,20,0,True,-0.661064329994197
1,1,1,12,1,1,23,11,1,0,0,1,1,0,19,0,False,7.263668998209013
1,1,1,12,1,1,1,10,0,0,1,0,1,0,21,0,True,4.138678978760435
2,12,1,3,0,1,22,10,0,0,0,0,1,0,35,0,False,2.770607402014278
2,12,1,2,1,9,22,8,1,0,0,1,1,0,36,0,False,-21.116404383116027
4,12,1,12,1,12,22,6,0,0,1,0,1,0,47,0,True,-13.20428437465765
1,9,1,17,0,1,28,3,0,0,0,1,1,0,22,0,True,-19.207927031526562
2,12,1,17,0,1,22,10,1,0,0,1,1,0,41,0,True,-0.7101591845980764
1,4,1,7,1,3,19,12,0,0,0,1,1,0,26,0,True,-15.51304066962011
2,12,1,3,0,1,19,12,0,0,0,0,0,0,51,0,True,-3.82084830468386
2,12,2,17,0,1,22,10,0,0,0,1,0,0,43,0,False,1.5473018824816975
2,12,2,3,0,1,19,1,1,0,0,1,0,0,41,0,False,1.1860980366256726
1,14,2,9,1,1,19,10,1,0,0,1,1,0,23,0,False,12.239909795205826
1,14,2,10,1,1,19,6,1,0,0,1,1,0,22,0,True,-11.950521104293118
1,8,2,5,1,1,22,10,1,1,0,1,1,1,25,0,True,-1.0517443605758494
1,14,1,17,0,1,22,10,1,0,0,1,1,0,25,0,False,17.44762187149417
1,17,1,2,1,16,1,10,1,0,0,0,1,1,22,0,False,13.90599755414378
1,12,1,4,1,1,1,29,0,0,0,1,1,0,24,1,False,3.7354218103962324
1,12,1,6,1,2,23,11,0,0,0,1,1,0,47,0,True,-18.82623156120867
2,12,1,17,0,12,22,6,1,0,0,1,1,0,41,0,True,-15.848610024831014
1,12,1,4,1,1,22,10,1,0,0,1,1,0,43,0,False,4.525417512402324
1,12,1,4,1,1,1,9,0,0,0,1,1,0,29,0,True,-15.762369343358547
1,12,2,7,1,1,22,6,0,0,0,1,1,0,30,0,True,-19.00928663980202
1,12,2,9,1,13,13,10,0,0,0,0,1,0,26,0,True,-18.06522871472789
1,12,2,17,0,1,13,10,0,0,0,0,1,0,27,0,True,-14.167139794189993
2,12,2,14,1,1,22,10,0,0,0,1,1,1,36,0,False,-0.7715967749155226
1,12,1,4,1,12,1,11,0,0,0,1,1,0,29,0,True,5.044045671740676
1,13,1,7,1,1,19,1,1,0,0,1,1,0,35,0,True,5.736276618274431
1,1,1,15,1,1,23,4,0,0,0,1,1,1,18,0,False,3.2180541447779767
1,1,1,17,0,1,23,10,0,0,0,1,1,1,24,0,False,2.999226020850106
1,1,3,15,1,1,23,8,1,0,0,1,1,1,18,0,True,1.6243485864622933
1,8,4,7,1,1,23,8,1,0,0,1,1,0,18,0,False,1.0051187515636961
2,14,1,6,1,1,22,8,0,0,0,1,1,0,21,0,False,-4.953899168510773
1,13,1,7,1,1,23,9,1,0,0,1,1,0,21,0,False,3.190263584382361
1,12,1,4,1,1,1,7,0,0,0,1,1,0,32,0,False,21.887146408639232
1,1,4,7,1,1,22,6,1,0,0,1,1,1,22,0,True,2.790089434553696
1,4,1,4,1,3,1,8,1,0,0,0,1,0,32,0,True,24.37999557645142
1,14,1,14,1,6,19,1,0,0,0,1,1,0,35,0,True,-8.738833503374575
1,9,3,9,1,1,1,8,1,0,0,0,1,0,23,0,True,-19.207927031526562
1,12,1,3,0,1,22,7,0,0,0,1,1,0,39,0,False,1.5009308750512709
2,14,1,14,1,1,19,1,0,0,0,1,1,0,35,0,True,-10.436700168274353
2,12,1,4,1,3,3,7,0,0,0,1,1,0,32,0,False,13.728715665699028
1,1,1,16,1,1,19,1,0,0,0,1,1,0,20,0,True,-10.763870745139359
1,12,1,12,1,1,22,10,0,0,0,1,1,0,34,0,False,6.870330545392967
1,4,1,17,0,15,22,7,1,0,0,1,1,0,44,0,True,5.007984606507577
2,12,1,11,1,12,22,11,0,0,0,1,1,0,53,0,False,5.229780159447081
1,12,1,7,1,12,22,5,0,0,1,0,1,0,28,0,True,-13.496001083768185
1,4,1,17,0,3,22,10,0,0,0,1,1,0,31,0,True,5.599548887323163
1,1,1,2,1,1,1,10,0,0,1,0,1,0,18,0,False,-21.116404383116027
1,12,1,4,1,1,1,11,0,0,1,0,1,0,44,0,True,-1.3178547819350932
1,1,1,6,1,1,1,10,1,0,0,1,1,0,19,0,False,1.3921946358912223
1,6,1,2,1,1,1,10,0,0,0,1,1,0,21,1,False,14.424745891420372
1,9,1,7,1,1,3,6,0,0,0,1,1,1,18,0,True,-15.848610024831014
1,15,1,4,1,14,13,6,1,0,0,1,1,0,20,0,False,5.603402216294658
1,12,1,5,1,1,22,8,0,0,0,1,1,0,55,0,False,2.6677327458258375
1,1,1,9,1,1,13,9,0,0,0,1,1,0,27,0,False,1.5002982218649592
1,8,2,7,1,1,10,6,0,0,0,1,1,0,19,0,True,-19.207927031526562
1,1,1,9,1,1,13,10,0,0,0,1,1,0,18,0,False,-0.5289775401709989
2,12,1,15,1,1,22,5,0,0,0,1,1,0,43,0,True,-6.269449369517005
1,9,3,11,1,1,13,7,1,0,0,1,1,0,18,0,True,-18.82623156120867
1,1,1,2,1,1,3,3,1,0,0,1,1,0,18,0,True,-21.116404383116027
1,8,5,11,1,1,22,10,1,0,1,1,1,1,20,0,True,-14.458757107045809
2,12,1,17,0,1,22,10,0,0,1,0,1,0,29,0,True,-0.34091070876707263
1,12,1,8,1,12,22,11,1,0,1,1,1,0,44,0,True,-5.0365230488668296
1,1,1,7,1,1,22,10,1,0,0,1,1,0,18,0,False,0.32322529521809074
1,15,1,4,1,14,22,2,0,0,0,1,1,1,20,0,False,5.4547659000865565
1,14,1,5,1,1,23,8,1,0,0,1,1,0,20,0,True,3.14449194481368
2,12,2,9,1,1,22,10,1,0,0,1,1,0,36,0,True,-15.04510451782975
1,15,1,8,1,14,5,6,1,0,0,1,1,0,19,0,False,3.1104856875140676
2,12,1,6,1,12,22,12,0,0,0,0,1,0,29,0,True,-15.848610024831014
1,1,1,14,1,1,1,10,1,0,0,1,1,0,18,0,True,-0.6709875957787155
1,12,1,4,1,1,1,7,0,0,0,0,1,0,24,0,True,-18.82623156120867
1,1,1,15,1,1,3,6,0,0,0,1,1,0,20,0,False,3.691250783330485
2,12,1,3,0,12,13,10,0,0,1,0,1,0,45,0,True,-14.973544064860459
1,14,2,12,1,1,23,5,1,0,0,1,1,1,28,0,False,32.8195426553831
1,1,1,11,1,1,13,10,1,0,0,1,1,0,23,0,False,2.847973425668961
1,1,1,12,1,1,1,8,1,0,0,1,1,0,18,0,False,3.7706160108719224
1,1,2,9,1,1,13,5,1,0,0,1,1,0,23,0,True,-1.7982367616613324
1,14,1,2,1,1,3,3,1,0,0,1,1,0,22,0,False,-21.116404383116027
1,1,1,5,1,1,13,6,0,0,0,1,1,1,22,0,False,1.168273371116019
1,12,1,17,0,9,22,6,0,0,0,1,1,0,33,0,False,1.4042604556567788
1,17,1,4,1,16,1,7,0,0,0,1,1,0,21,0,False,14.97117275575279
2,12,1,9,1,1,22,6,0,0,0,1,1,0,45,0,False,2.1659351201373838
2,12,1,4,1,1,22,10,0,0,0,0,1,0,44,0,True,1.9916084756339103
4,12,1,14,1,1,13,13,0,0,0,1,1,0,42,0,True,-18.82623156120867
1,9,1,9,1,1,13,8,1,0,0,1,1,0,20,0,True,-19.207927031526562
1,8,6,9,1,1,13,7,1,0,0,1,1,0,20,0,False,1.1327504647132933
1,1,2,11,1,1,1,9,1,0,0,1,1,1,20,0,False,2.5945392578063036
1,8,2,15,1,1,1,5,1,0,0,1,1,0,20,0,False,3.110016998996617
1,1,2,9,1,1,1,7,0,0,0,1,1,0,19,0,False,2.3841617109351745
1,16,1,3,0,1,1,5,0,0,1,0,1,0,26,0,True,6.471823754360365
2,12,1,4,1,1,22,8,0,0,0,1,1,0,31,0,False,5.121029483221211
1,1,1,15,1,1,1,10,0,0,1,1,1,1,19,0,False,2.0502441855566644
1,12,1,15,1,12,22,1,1,0,0,1,1,0,28,0,False,2.4541828268610253
1,1,1,2,1,1,13,10,1,0,0,1,1,1,20,0,False,-21.116404383116027
2,1,2,3,0,1,22,11,1,0,0,1,0,0,43,0,False,1.4416834521098352
1,12,1,2,1,12,1,8,0,0,0,1,1,1,25,1,True,-21.116404383116027
1,12,1,10,1,12,22,10,0,1,1,1,0,0,40,0,True,2.258263073520336
1,15,1,6,1,14,5,2,0,0,0,1,0,0,20,1,False,5.805768930741525
2,12,1,3,0,9,22,2,0,0,0,1,0,0,46,0,False,2.968483720361725
1,16,1,1,1,1,13,8,0,0,0,1,0,0,26,0,False,24.888517796592403
2,12,1,12,1,1,3,6,0,0,0,1,0,1,34,0,False,3.702436858403356
1,9,3,16,1,1,23,6,1,0,0,1,0,0,19,0,True,-18.82623156120867
1,1,6,12,1,1,13,10,1,0,0,1,0,1,18,0,False,4.991532469705913
1,1,1,13,1,1,13,10,1,0,0,1,0,0,18,0,False,3.829937625164053
1,12,1,3,0,1,23,8,0,0,0,1,1,1,37,0,False,2.1249810221031638
1,8,1,2,1,1,13,8,0,0,0,1,1,1,23,0,False,-21.116404383116027
1,14,1,5,1,1,13,8,0,0,0,1,1,0,26,0,False,16.860968784830455
1,5,2,15,1,1,13,6,1,0,0,0,0,0,18,1,True,-8.85993956242292
1,6,1,12,1,1,3,5,1,0,0,1,0,0,18,1,False,4.552275934724715
1,8,4,12,1,1,3,3,1,0,0,1,0,0,19,0,False,4.633325728665099
1,5,2,6,1,1,13,10,0,0,0,1,0,0,18,1,False,4.7826607373819385
1,1,1,14,1,1,1,4,1,0,0,1,0,0,19,0,True,2.12873307083467
1,8,4,7,1,1,1,36,1,0,0,1,1,0,20,1,False,2.3005697359018136
1,8,1,5,1,1,1,6,0,0,0,1,0,1,22,0,False,1.5393023113514133
1,1,3,12,1,1,13,6,1,0,0,1,0,1,18,0,False,3.636718142151274
1,8,1,11,1,1,13,5,0,0,0,1,0,1,18,0,False,2.2112745237193003
1,1,3,15,1,1,23,6,1,0,0,1,0,1,18,0,False,1.9493011858450373
1,1,6,11,1,1,23,8,1,0,0,1,0,1,18,0,False,2.033756375284927
1,1,2,11,1,1,4,5,1,0,0,1,0,0,18,0,False,1.0239136591237532
1,8,6,12,1,1,1,8,1,0,0,1,0,1,19,0,False,5.006980111149414
1,8,1,16,1,1,13,6,0,0,0,1,0,0,20,0,True,-18.82623156120867
1,8,4,10,1,1,1,6,1,0,0,1,0,1,19,0,True,-5.012552326571143
1,1,2,6,1,1,3,8,1,0,0,1,0,0,18,0,False,4.226105511826212
1,1,4,5,1,1,1,8,1,0,0,1,0,1,18,0,True,2.3266942430966573
1,8,6,12,1,1,13,8,1,0,0,1,0,1,18,0,False,5.192776374717063
1,8,2,15,1,1,3,7,1,0,0,1,0,0,18,0,False,3.7227921317837946
1,8,1,9,1,1,13,9,0,0,0,1,0,1,18,0,False,1.2295299220824738
1,8,1,15,1,1,1,8,1,0,1,1,0,0,18,0,False,0.7213202356522288
1,15,1,4,1,14,22,7,0,0,0,1,0,1,20,0,False,3.636016508169945
1,7,2,10,1,1,23,6,1,0,0,1,0,1,19,0,False,2.6054882598425273
1,8,1,8,1,1,2,7,1,0,0,1,0,1,18,0,False,2.6286689902264904
1,1,1,10,1,1,23,8,1,0,0,1,0,1,19,0,False,2.233600258484149
1,8,2,16,1,1,3,6,1,0,0,1,0,0,19,0,False,-0.10901371944499516
1,14,1,8,1,1,3,3,0,0,0,1,0,0,19,1,False,4.375306087329914
1,1,1,14,1,1,13,8,0,0,0,1,0,0,19,0,False,4.299731771452212
1,6,1,14,1,1,27,8,0,1,1,1,0,0,20,1,False,2.6460019257112393
1,9,1,8,1,1,23,6,1,0,0,1,0,1,18,0,False,-0.6252698830542123
1,4,1,9,1,3,1,8,0,0,0,1,0,0,33,0,True,-6.952468500546132
1,1,1,16,1,1,13,6,0,0,0,1,0,1,19,0,True,-5.935104356652316
1,8,2,13,1,1,1,10,0,0,0,1,0,1,18,0,False,5.269840761978873
1,8,1,5,1,1,13,4,0,0,0,1,0,0,19,0,True,-18.82623156120867
1,15,1,4,1,14,23,4,0,0,0,1,0,0,19,0,False,5.486436483559192
1,1,3,15,1,1,3,9,1,0,0,1,0,0,18,0,False,4.1440917690704495
1,1,1,10,1,1,13,6,1,0,0,1,0,0,20,0,False,1.4975846936152273
1,1,5,12,1,1,13,8,1,0,0,1,0,0,19,0,False,5.925992246930296
1,1,2,15,1,1,13,10,1,0,0,1,1,1,18,0,False,2.770607402014278
1,8,2,11,1,1,1,4,1,0,1,1,1,1,19,0,True,-6.717418928220599
1,14,1,3,0,1,22,10,1,0,0,1,0,0,25,1,False,16.938929725836232
1,8,3,5,1,1,3,5,1,0,0,1,0,1,20,0,False,2.1413754880743454
1,1,1,3,0,1,23,6,0,0,0,1,0,0,19,0,False,0.6919618514753232
1,8,1,17,0,1,19,1,1,0,1,1,1,0,33,0,True,-9.214284183977881
1,9,4,7,1,1,13,39,1,0,1,1,1,0,18,0,False,0.2149162799066282
1,1,1,7,1,1,13,9,1,0,0,1,1,0,18,0,False,-0.27644204144459295
1,6,1,9,1,1,1,4,0,0,0,1,0,0,19,1,False,0.44578770298827664
1,1,2,2,1,1,3,3,1,0,0,1,0,0,18,0,False,-21.116404383116027
1,14,1,9,1,1,23,36,0,0,0,1,0,0,19,0,False,0.598488130905988
1,1,1,15,1,1,13,11,1,0,0,1,0,0,18,0,True,2.429568899285094
1,8,5,16,1,1,3,8,1,0,0,1,0,0,18,0,False,2.442103514991029
1,1,3,12,1,1,13,8,1,0,0,1,0,0,18,0,False,5.094104180550694
2,12,1,12,1,12,23,11,0,0,0,1,0,0,37,0,True,-6.653239853099901
1,1,1,10,1,1,23,5,0,0,0,1,0,0,20,0,False,-5.922587324758821
1,1,1,11,1,1,22,6,1,0,0,1,0,1,20,1,False,2.3443092736028
1,6,1,10,1,1,13,7,0,0,0,1,1,0,21,1,False,2.2710129725769335
1,8,1,12,1,1,23,5,0,0,0,1,0,1,18,0,False,5.6423157331733265
1,12,1,3,0,1,13,9,0,0,0,1,0,0,26,0,False,2.1331126726678455
1,12,1,9,1,9,22,8,0,0,1,1,0,0,41,0,False,0.30246681749614623
1,1,2,15,1,1,13,10,1,0,0,1,0,1,18,0,False,2.867610381367335
1,1,4,12,1,1,13,8,0,0,1,1,0,0,18,0,False,7.081818220125349
1,1,1,12,1,1,23,10,1,0,0,1,0,0,31,0,False,7.751898228966695
1,1,1,10,1,1,1,11,0,0,1,1,0,0,23,0,False,2.7882449162836416
1,1,4,12,1,1,22,10,1,0,0,1,0,0,19,0,False,4.710327337711323
1,7,3,15,1,1,22,10,1,0,0,1,0,1,20,0,False,2.650117715319695
2,12,1,3,0,1,22,6,0,0,0,1,0,0,40,0,False,7.978533379753269
1,15,1,6,1,14,22,10,1,0,1,1,0,0,32,0,True,3.821762620090091
1,1,4,11,1,1,22,8,1,0,0,1,0,0,24,0,True,0.6105015509313283
1,8,4,12,1,1,13,9,1,0,0,1,0,0,18,0,False,3.7224418905360643
1,1,1,10,1,1,22,10,0,0,0,1,0,0,18,0,False,1.612202703474427
1,1,1,10,1,1,13,8,1,0,0,1,0,1,18,0,False,2.015014124544379
1,12,1,4,1,1,23,8,1,0,0,0,0,0,27,0,True,-13.451324350495796
1,1,1,9,1,1,23,6,0,0,0,1,0,0,18,0,False,1.9301670594634643
1,12,1,17,0,1,13,9,0,0,0,1,0,0,26,0,False,1.0794297898879819
1,1,1,16,1,1,13,5,1,0,0,1,0,0,19,0,False,2.92978582902521
1,8,2,3,0,1,22,1,1,0,0,1,0,0,19,0,False,1.5009984055086179
1,9,2,9,1,1,1,6,1,0,0,1,0,0,21,0,False,0.5263765911223608
1,1,4,9,1,1,1,7,1,0,0,1,0,0,24,0,False,0.7381897619553115
1,8,1,16,1,1,22,11,0,0,0,1,0,0,20,0,True,0.330117366700442
1,1,4,16,1,1,13,10,1,0,0,1,0,0,18,0,False,0.9706835945802297
1,12,1,4,1,1,13,10,0,0,0,1,0,0,30,0,True,-14.795051153174013
1,1,1,16,1,1,13,10,1,0,1,0,0,0,22,0,False,3.4662407804693096
1,4,1,9,1,3,22,9,0,0,0,1,0,0,21,0,False,9.29267205088712
1,12,1,13,1,1,13,6,0,0,0,1,0,0,26,0,True,4.465189252098462
1,8,1,9,1,1,13,8,1,0,0,1,0,0,23,0,False,-2.0082774376923354
1,8,1,5,1,1,13,10,0,0,0,1,0,1,18,0,False,1.112388303051418
1,1,1,5,1,1,1,10,1,0,1,1,0,0,21,0,True,1.5977788875823542
1,14,1,2,1,1,13,10,0,0,0,1,0,1,18,0,True,-21.116404383116027
1,8,3,6,1,1,13,6,1,0,0,1,0,0,21,0,False,2.3313894063968945
1,8,3,16,1,1,23,8,1,0,0,1,0,0,18,0,False,1.7762593215874638
1,8,3,16,1,1,22,10,1,1,0,1,0,1,19,0,True,2.2081210196815846
1,8,1,11,1,1,1,10,1,0,0,1,0,0,22,0,False,3.342819575633083
1,1,3,10,1,1,23,9,1,0,0,1,0,0,19,0,False,1.9438320383267609
1,1,5,6,1,1,23,9,1,0,0,0,0,0,19,0,True,-12.47516022589944
1,8,1,10,1,1,22,6,1,0,0,1,0,0,19,0,True,0.7999986286998251
2,15,1,6,1,14,22,43,0,0,0,1,0,0,27,0,False,2.743462785397366
1,5,1,6,1,1,22,6,1,0,0,1,0,0,22,0,False,2.806726287576364
1,1,1,15,1,1,22,8,1,0,0,1,0,0,18,0,True,2.4666979932238355
1,8,4,11,1,1,23,6,1,0,0,1,0,0,20,0,False,0.695391583654235
2,14,1,17,0,1,22,10,0,0,0,1,0,0,34,0,True,-0.3876799665893067
1,8,2,12,1,1,1,9,1,0,0,1,0,0,18,0,False,4.960539243248014
1,8,2,15,1,1,1,6,1,0,0,1,1,0,20,0,False,3.284033552108337
1,1,1,8,1,1,1,6,1,0,0,1,0,0,20,1,False,3.665217745353832
1,12,1,17,0,1,1,10,0,0,0,1,1,0,25,0,True,-14.169313866941893
1,1,4,7,1,1,3,10,1,0,0,1,1,0,18,0,True,0.8356798992093779
1,1,1,8,1,1,1,10,0,0,0,0,1,0,18,0,True,2.4763723333592367
1,8,1,16,1,1,13,8,1,0,0,1,0,1,18,0,True,-4.40227240606486
1,8,1,11,1,1,1,5,0,0,0,1,0,1,19,0,False,0.7060250153387102
1,8,2,16,1,1,23,6,1,0,0,1,0,1,19,0,True,1.7848010131611751
1,15,1,10,1,1,1,6,0,0,0,1,0,1,21,0,False,3.2819552554307556
1,13,1,5,1,1,3,3,0,0,0,1,0,0,29,0,False,12.88031443175786
1,1,1,5,1,1,1,10,1,0,0,1,0,1,20,0,False,0.6243172562991717
1,16,1,3,0,16,13,44,1,0,1,1,0,1,21,0,False,13.066041028680019
1,14,1,17,0,1,22,9,0,0,0,1,0,0,34,1,True,-7.613121021010217
1,1,4,15,1,1,1,10,1,0,0,1,0,0,20,1,False,0.8683527796752948
1,12,1,17,0,1,22,10,0,0,0,1,1,0,24,0,True,-7.060975719023977
1,1,1,12,1,1,1,4,0,0,0,1,1,0,18,0,False,6.094344379855293
1,1,1,12,1,1,1,5,0,0,0,1,1,0,19,0,False,2.569046621248912
1,1,1,9,1,1,1,8,0,0,0,1,1,1,18,0,False,1.0991847904479926
1,12,9,17,0,1,23,6,0,0,0,1,1,0,28,0,False,1.6302901016340847
1,12,1,17,0,1,1,8,0,0,0,1,1,0,28,0,True,1.489360744424424
1,8,1,11,1,1,23,6,0,0,0,1,1,0,20,0,True,-5.404224332672172
1,14,1,12,1,1,1,5,1,0,0,1,1,0,22,0,False,5.255464999660084
1,1,4,12,1,1,13,5,1,0,0,1,1,0,19,0,False,4.082677858304674
1,1,1,14,1,1,1,6,1,0,0,1,1,0,20,0,False,2.9850189662587567
1,12,2,13,1,1,3,5,0,0,0,1,1,0,26,0,True,-6.872366102271407
1,1,2,11,1,1,22,10,1,0,0,0,1,0,21,0,True,-4.253417069280037
1,7,2,2,1,1,3,3,1,0,0,1,1,0,18,0,False,-21.116404383116027
1,8,1,9,1,1,22,8,1,0,0,1,1,0,18,0,False,0.1524239084928105
1,1,2,2,1,1,13,8,1,0,0,1,1,0,22,0,False,25.041853470052224
2,12,1,7,1,12,22,10,0,0,0,1,1,0,36,0,True,-19.207927031526562
1,1,1,15,1,1,23,10,1,0,0,1,1,1,20,0,False,1.7975248076127954
1,8,5,14,1,1,3,3,0,0,0,1,1,0,20,0,True,-6.977630485200265
1,12,1,17,0,1,22,5,0,0,0,1,1,0,25,0,True,2.7033713309893024
1,12,1,4,1,1,22,5,0,0,0,1,1,0,35,0,False,3.6671558706875658
1,1,1,2,1,1,1,8,0,0,0,1,1,0,22,0,True,-21.116404383116027
1,14,1,5,1,1,3,8,0,0,0,1,1,0,26,0,False,5.871696034925208
1,15,1,4,1,14,23,6,0,0,1,0,1,0,20,0,True,5.188043813956682
1,14,1,3,0,9,22,11,0,0,0,1,1,0,50,0,True,7.30182787972176
1,1,1,12,1,1,13,9,0,0,0,1,1,0,20,0,True,4.900988073672284
1,1,1,12,1,1,3,9,0,0,0,1,1,0,20,0,False,5.469815702057964
1,4,1,4,1,3,3,11,0,0,0,0,1,0,35,0,True,2.3841555072119824
1,1,1,14,1,1,3,6,0,0,0,1,1,1,19,0,False,3.369759278780162
2,12,2,9,1,1,22,8,0,0,0,1,1,0,43,0,True,-12.818801756310506
1,8,5,12,1,1,3,2,0,0,0,1,1,0,19,0,False,7.28514186385685
